"id","nome_antigo","nome_novo","gif_antigo","gif_novo","classificacao_antiga","grupo_principal_novo","secundarias_novas","descricao_atualizada","status","observacao"
"media_5e86e9246ef52954ff49","Agachamento com salto com halteres","Agachamento com salto com halteres","gifs/Exercícios sem marca d'água/Agachamento com salto com halteres.gif","gifs/Exercícios sem marca d'água/Agachamento com salto com halteres.gif","Quadríceps | Halteres | Glúteos | Academia","Quadríceps","Glúteos | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_c331bce709f4bc3ca5f3","Agachamento com salto partindo de joelhos","Agachamento com salto partindo de joelhos","gifs/Exercícios sem marca d'água/Agachamento com salto ajoelhado.gif","gifs/Exercícios sem marca d'água/Agachamento com salto ajoelhado.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_cd968538bcca8e7f7095","Agachamento com salto usando barra hexagonal","Agachamento com salto usando barra hexagonal","gifs/perna/Trap bar jump agachamento.gif","gifs/perna/Trap bar jump agachamento.gif","Quadríceps | Glúteos | Barra | Cardio","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_6d2d5f55988dfe0c0214","Agachamento cossaco","Agachamento cossaco","gifs/Exercícios sem marca d'água/Agachamento cossaco.gif","gifs/Exercícios sem marca d'água/Agachamento cossaco.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_515f470fc5893566f881","Agachamento dividido sem peso","Agachamento dividido sem peso","gifs/Exercícios sem marca d'água/Agachamento unilateral.gif","gifs/Exercícios sem marca d'água/Agachamento unilateral.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_68a2a250a1a499f0708a","Agachamento em reverência","Agachamento em reverência","gifs/Exercícios sem marca d'água/Agachamento em reverência.gif","gifs/Exercícios sem marca d'água/Agachamento em reverência.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e494852cbe69f732e2e7","Agachamento frontal","Agachamento frontal","gifs/Exercícios sem marca d'água/Agachamento frontal.gif","gifs/Exercícios sem marca d'água/Agachamento frontal.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_4e6468a658481a45541b","Agachamento frontal com barra","Agachamento frontal com barra","gifs/Exercícios sem marca d'água/Agachamento frontal com barra.gif","gifs/Exercícios sem marca d'água/Agachamento frontal com barra.gif","Quadríceps | Barra | Glúteos | Academia","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_fa8a2dc09209f76d6f5c","Agachamento frontal com barra - Variação 2","Agachamento frontal com barra - Variação 2","gifs/perna/Levantamento terra - Variação 2.gif","gifs/perna/Levantamento terra - Variação 2.gif","Quadríceps | Glúteos | Barra | Academia","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_56a5fda36c7e7ab49164","Agachamento frontal com cabo","Agachamento frontal com cabo","gifs/Exercícios sem marca d'água/Agachamento frontal com cabo.gif","gifs/Exercícios sem marca d'água/Agachamento frontal com cabo.gif","Quadríceps | Polia/Cabo | Glúteos | Academia","Quadríceps","Glúteos | Polia/Cabo | Academia","true","mapped","ID e mídia preservados"
"media_5b92b94e7d33d6f16f67","Agachamento goblet com halter","Agachamento goblet com halter","gifs/perna/Avanço traseira com halteres - Variação 2.gif","gifs/perna/Avanço traseira com halteres - Variação 2.gif","Quadríceps | Glúteos | Halteres | Casa","Quadríceps","Glúteos | Halteres | Casa","true","mapped","ID e mídia preservados"
"media_ff51d80b5bcc5088f8e9","Agachamento goblet com halter - Variação 2","Agachamento goblet com halter - Variação 2","gifs/perna/Em pé leg rosca with resistance band.gif","gifs/perna/Em pé leg rosca with resistance band.gif","Quadríceps | Glúteos | Halteres | Casa","Quadríceps","Glúteos | Halteres | Casa","true","mapped","ID e mídia preservados"
"media_e832b002bf2c8fbbf70b","Agachamento goblet com kettlebell","Agachamento goblet com kettlebell","gifs/Exercícios sem marca d'água/Agachamento com taça de kettlebell.gif","gifs/Exercícios sem marca d'água/Agachamento com taça de kettlebell.gif","Quadríceps | Kettlebell | Glúteos | Academia","Quadríceps","Glúteos | Kettlebell | Academia","true","mapped","ID e mídia preservados"
"media_2d75f68e950ac8648dc1","Agachamento hack na máquina","Agachamento hack na máquina","gifs/perna/Hackear máquina de agachamento.gif","gifs/perna/Hackear máquina de agachamento.gif","Quadríceps | Glúteos | Máquina | Academia","Quadríceps","Glúteos | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_3d65500f975cea8c0c21","Agachamento hack reverso","Agachamento hack reverso","gifs/Exercícios sem marca d'água/Agachamento hack reverso.gif","gifs/Exercícios sem marca d'água/Agachamento hack reverso.gif","Quadríceps | Máquina | Glúteos | Academia","Quadríceps","Glúteos | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_b21b4dfbc82d6257ea82","Agachamento isométrico na parede","Agachamento isométrico na parede","gifs/perna/Agachamento na parede com bola de exercício.gif","gifs/perna/Agachamento na parede com bola de exercício.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_4e81ffa49daaddf3b1e6","Agachamento landmine","Agachamento landmine","gifs/perna/Landmine agachamento.gif","gifs/perna/Landmine agachamento.gif","Quadríceps | Glúteos | Barra | Academia","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_ebcddffdd8c7d3e7f722","Agachamento livre com barra","Agachamento livre com barra","gifs/Exercícios sem marca d'água/Agachamento.gif","gifs/Exercícios sem marca d'água/Agachamento.gif","Quadríceps | Barra | Glúteos | Academia","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_7b0e8fc780db53bb8e4e","Agachamento livre sem peso","Agachamento livre sem peso","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/011_agachamento_livre.gif","gifs/Exercícios sem marca d'água/exercicios_renomeados_pt_br/011_agachamento_livre.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_a056a94c9c19680f162c","Agachamento na máquina abdutora","Agachamento na máquina abdutora","gifs/Exercícios sem marca d'água/Agache-se na máquina abdutora.gif","gifs/Exercícios sem marca d'água/Agache-se na máquina abdutora.gif","Quadríceps | Máquina | Glúteos | Academia","Quadríceps","Glúteos | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_9605731aec37f2b0f208","Agachamento na máquina hack","Agachamento na máquina hack","gifs/Exercícios sem marca d'água/Hackear máquina de agachamento.gif","gifs/Exercícios sem marca d'água/Hackear máquina de agachamento.gif","Quadríceps | Máquina | Glúteos | Academia","Quadríceps","Glúteos | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_cad4be862aaecd57b990","Agachamento na parede com bola de exercício","Agachamento na parede com bola de exercício","gifs/Exercícios sem marca d'água/Agachamento na parede com bola de exercício.gif","gifs/Exercícios sem marca d'água/Agachamento na parede com bola de exercício.gif","Quadríceps | Bola | Glúteos | Academia","Quadríceps","Glúteos | Bola | Academia","true","mapped","ID e mídia preservados"
"media_807621605fa1f995619a","Agachamento na parede com bola suíça","Agachamento na parede com bola suíça","gifs/perna/Agachamento na parede com bola de exercício - Variação 2.gif","gifs/perna/Agachamento na parede com bola de exercício - Variação 2.gif","Quadríceps | Glúteos | Bola | Casa","Quadríceps","Glúteos | Bola | Casa","true","mapped","ID e mídia preservados"
"media_03b705a72b0f9a3ebe6d","Agachamento no banco com halteres","Agachamento no banco com halteres","gifs/perna/Em pé cadeira extensora with resistance band - Variação 2.gif","gifs/perna/Em pé cadeira extensora with resistance band - Variação 2.gif","Quadríceps | Glúteos | Halteres | Banco","Quadríceps","Glúteos | Halteres | Banco | Casa | Academia","true","mapped","ID e mídia preservados"
"media_cde500922dc6c7629c6d","Agachamento no pino (Pin squat)","Agachamento no pino (Pin squat)","gifs/perna/Pin agachamento.gif","gifs/perna/Pin agachamento.gif","Quadríceps | Glúteos | Barra | Academia","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_7997ff2396cc18dedca8","Agachamento no Smith","Agachamento no Smith","gifs/perna/Smith na máquina agachamento.gif","gifs/perna/Smith na máquina agachamento.gif","Quadríceps | Glúteos | Máquina | Academia","Quadríceps","Glúteos | Máquina | Academia","true","mapped","ID e mídia preservados"
"media_7f224944c0ef0196a5fd","Agachamento pistola","Agachamento pistola","gifs/Exercícios sem marca d'água/Agachamento com pistola.gif","gifs/Exercícios sem marca d'água/Agachamento com pistola.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_0d5e4d939eca8975cffc","Agachamento pistola com kettlebell","Agachamento pistola com kettlebell","gifs/Exercícios sem marca d'água/Agachamento com pistola kettlebell.gif","gifs/Exercícios sem marca d'água/Agachamento com pistola kettlebell.gif","Quadríceps | Kettlebell | Glúteos | Academia","Quadríceps","Glúteos | Kettlebell | Academia","true","mapped","ID e mídia preservados"
"media_c9d5570b6dd94fde6c56","Agachamento sumô com barra","Agachamento sumô com barra","gifs/Exercícios sem marca d'água/Agachamento sumô com barra.gif","gifs/Exercícios sem marca d'água/Agachamento sumô com barra.gif","Quadríceps | Barra | Glúteos | Academia","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_48b0195286e2b8df7368","Agachamento sumô com halter","Agachamento sumô com halter","gifs/perna/Jefferson agachamento.gif","gifs/perna/Jefferson agachamento.gif","Quadríceps | Glúteos | Adutores | Halteres","Quadríceps","Glúteos | Adutores | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_49d07a628f6f92d6829d","Agachamento sumô com halter - Variação 2","Agachamento sumô com halter - Variação 2","gifs/perna/Single leg deadlift with resistance band.gif","gifs/perna/Single leg deadlift with resistance band.gif","Quadríceps | Glúteos | Adutores | Halteres","Quadríceps","Glúteos | Adutores | Halteres | Casa | Academia","true","mapped","ID e mídia preservados"
"media_3511fc464b06ab0e6070","Agachamento sumô com halteres","Agachamento sumô com halteres","gifs/Exercícios sem marca d'água/Agachamento sumô com halteres.gif","gifs/Exercícios sem marca d'água/Agachamento sumô com halteres.gif","Quadríceps | Halteres | Glúteos | Academia","Quadríceps","Glúteos | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_2bf4c5e258eebff75145","Agachamento sumô com peso corporal","Agachamento sumô com peso corporal","gifs/Exercícios sem marca d'água/Agachamento sumô com peso corporal.gif","gifs/Exercícios sem marca d'água/Agachamento sumô com peso corporal.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_c0f396dd1380f9d316e9","Agachamento sumô plie com halteres","Agachamento sumô plie com halteres","gifs/Exercícios sem marca d'água/Agachamento sumô plie com halteres.gif","gifs/Exercícios sem marca d'água/Agachamento sumô plie com halteres.gif","Quadríceps | Halteres | Glúteos | Academia","Quadríceps","Glúteos | Halteres | Academia","true","mapped","ID e mídia preservados"
"media_096aae1b6a146e36ec0d","Agachamento unilateral com barra","Agachamento unilateral com barra","gifs/Exercícios sem marca d'água/Agachamento unilateral com barra.gif","gifs/Exercícios sem marca d'água/Agachamento unilateral com barra.gif","Quadríceps | Barra | Glúteos | Academia","Quadríceps","Glúteos | Barra | Academia","true","mapped","ID e mídia preservados"
"media_1e4a5953e027b9dca731","Agachamento unilateral com perna elevada atrás","Agachamento unilateral com perna elevada atrás","gifs/perna/Agachamento zercher.gif","gifs/perna/Agachamento zercher.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_b4ab62798a42f5055bd0","Agachamento unilateral com pé elevado","Agachamento unilateral com pé elevado","gifs/perna/Em pé cadeira extensora with resistance band.gif","gifs/perna/Em pé cadeira extensora with resistance band.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_326320dc04f739a6c90f","Agachamento unilateral havaiano","Agachamento unilateral havaiano","gifs/Exercícios sem marca d'água/Agachamento havaiano.gif","gifs/Exercícios sem marca d'água/Agachamento havaiano.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_f8658e3fafcfdca558b3","Agachamento zercher","Agachamento zercher","gifs/Exercícios sem marca d'água/Agachamento zercher.gif","gifs/Exercícios sem marca d'água/Agachamento zercher.gif","Quadríceps | Glúteos | Sem aparelhos | Casa","Quadríceps","Glúteos | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_6bf40676c7cb302219df","Alongamento 90 - 90 de quadril","Alongamento 90 - 90 de quadril","gifs/Exercícios sem marca d'água/90 90 alongamento de quadril.gif","gifs/Exercícios sem marca d'água/90 90 alongamento de quadril.gif","Alongamento | Quadril | Sem aparelhos | Casa","Alongamento","Quadril | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_2d42a663cf24cc405e8f","Alongamento abdominal cobra","Alongamento abdominal cobra","gifs/Exercícios sem marca d'água/Alongamento abdominal cobra.gif","gifs/Exercícios sem marca d'água/Alongamento abdominal cobra.gif","Alongamento | Costas | Sem aparelhos | Casa","Alongamento","Costas | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_51fc03ea72a0314d40ea","Alongamento borboleta (Titli Asana)","Alongamento borboleta (Titli Asana)","gifs/Exercícios sem marca d'água/Estiramento de borboleta - Postura da borboleta titli asana.gif","gifs/Exercícios sem marca d'água/Estiramento de borboleta - Postura da borboleta titli asana.gif","Alongamento | Sem aparelhos | Casa","Alongamento","Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_84a6acfcf58fa2c04389","Alongamento da esfinge","Alongamento da esfinge","gifs/Exercícios sem marca d'água/Trecho da esfinge.gif","gifs/Exercícios sem marca d'água/Trecho da esfinge.gif","Alongamento | Costas | Sem aparelhos | Casa","Alongamento","Costas | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
"media_e78fb8ed022e365f8f18","Alongamento da panturrilha com perna esticada","Alongamento da panturrilha com perna esticada","gifs/Exercícios sem marca d'água/Alongamento da panturrilha com perna esticada.gif","gifs/Exercícios sem marca d'água/Alongamento da panturrilha com perna esticada.gif","Alongamento | Panturrilhas | Sem aparelhos | Casa","Alongamento","Panturrilhas | Sem aparelhos | Casa","true","mapped","ID e mídia preservados"
